,dt,ax [mg],ay [mg],az [mg],gx [mdeg/s],gy [mdeg/s],gz [mdeg/s],mx [mgauss],my [mgauss],mz [mgauss],roll [deg],pitch [deg],yaw [deg]
122,0.004,49.044,-59.292,1055.056,11392.5,4637.5,192.5,-4.62,190.68,-927.6400000000001,-3.120879120879121,2.6868131868131866,-76.3021978021978
123,0.004,49.288,-59.292,1054.568,11270.0,4637.5,175.0,-4.62,190.68,-927.6400000000001,-3.3461538461538463,2.6758241758241756,-76.3076923076923
124,0.004,49.288,-59.292,1054.08,11515.0,4602.5,210.0,-4.62,190.68,-927.6400000000001,-3.208791208791209,2.6868131868131866,-76.3021978021978
125,0.004,49.288,-59.292,1054.08,11672.5,4462.5,280.0,-6.86,192.22000000000003,-929.1800000000001,-3.3351648351648353,2.5384615384615383,-76.3021978021978
126,0.004,49.532,-59.048,1054.08,11357.5,4515.0,192.5,-6.86,192.22000000000003,-929.1800000000001,-3.258241758241758,2.697802197802198,-76.3021978021978
127,0.004,49.532,-59.048,1054.324,11445.0,4445.0,175.0,-6.86,192.22000000000003,-929.1800000000001,-3.1263736263736264,2.6758241758241756,-76.2967032967033
128,0.004,49.288,-59.292,1054.568,11602.5,4427.5,227.5,-4.48,191.52,-933.6600000000001,-3.3516483516483517,2.681318681318681,-76.3021978021978
129,0.004,49.288,-59.292,1054.812,11620.0,4462.5,297.5,-4.48,191.52,-933.6600000000001,-3.21978021978022,2.681318681318681,-76.29120879120879
130,0.004,49.532,-59.536,1055.3,11147.5,4480.0,280.0,-4.48,191.52,-933.6600000000001,-3.4450549450549453,2.6758241758241756,-76.2967032967033
131,0.004,49.532,-59.536,1055.788,11655.0,4620.0,245.0,-6.16,192.92000000000002,-928.2,-3.3076923076923075,2.697802197802198,-76.29120879120879
132,0.004,49.288,-59.536,1056.52,11410.0,4532.5,280.0,-6.16,192.92000000000002,-928.2,-3.181318681318681,2.6483516483516483,-76.28571428571429
133,0.004,49.288,-59.78,1057.252,11550.0,4427.5,157.5,-6.16,192.92000000000002,-928.2,-3.4065934065934065,2.7142857142857144,-76.29120879120879
134,0.004,49.532,-60.024,1057.984,11585.0,4427.5,245.0,-6.16,192.92000000000002,-928.2,-3.2747252747252746,2.6868131868131866,-76.28571428571429
135,0.004,49.532,-60.268,1058.96,11427.5,4287.5,367.5,-10.360000000000001,192.36,-923.3000000000001,-3.181318681318681,2.587912087912088,-76.28021978021978
136,0.004,49.532,-60.512,1059.692,11515.0,4532.5,52.5,-10.360000000000001,192.36,-923.3000000000001,-3.357142857142857,2.730769230769231,-76.28571428571429
137,0.004,49.775999999999996,-60.512,1059.936,11707.5,4497.5,140.0,-10.360000000000001,192.36,-923.3000000000001,-3.241758241758242,2.6648351648351647,-76.28021978021978
138,0.004,49.775999999999996,-60.512,1060.668,11760.0,4480.0,227.5,-5.32,184.66000000000003,-926.94,-3.4285714285714284,2.802197802197802,-76.28021978021978
139,0.004,49.532,-60.756,1061.156,10745.0,4340.0,245.0,-5.32,184.66000000000003,-926.94,-3.3351648351648353,2.697802197802198,-76.27472527472527
140,0.004,49.288,-60.512,1060.912,11270.0,4585.0,87.5,-5.32,184.66000000000003,-926.94,-3.2252747252747254,2.620879120879121,-76.26923076923077
141,0.004,49.288,-60.512,1060.424,11357.5,4427.5,157.5,-2.8000000000000003,187.74,-935.7600000000001,-3.4065934065934065,2.758241758241758,-76.27472527472527
142,0.004,49.044,-60.512,1059.936,11130.0,4392.5,262.5,-2.8000000000000003,187.74,-935.7600000000001,-3.3131868131868134,2.659340659340659,-76.26923076923077
143,0.004,49.044,-60.268,1059.204,11392.5,4497.5,157.5,-2.8000000000000003,187.74,-935.7600000000001,-3.181318681318681,2.6263736263736264,-76.26373626373626
144,0.004,49.044,-60.268,1058.472,11637.5,4550.0,332.5,-6.580000000000001,184.52,-933.6600000000001,-3.4065934065934065,2.6868131868131866,-76.26923076923077
145,0.004,49.044,-60.024,1057.4959999999999,11532.5,4532.5,175.0,-6.580000000000001,184.52,-933.6600000000001,-3.2747252747252746,2.6648351648351647,-76.26373626373626
146,0.004,49.044,-59.78,1057.008,11725.0,4585.0,140.0,-6.580000000000001,184.52,-933.6600000000001,-3.1483516483516483,2.6263736263736264,-76.25824175824175
147,0.004,49.044,-59.78,1056.032,11357.5,4620.0,157.5,-5.6000000000000005,191.10000000000002,-936.1800000000001,-3.368131868131868,2.697802197802198,-76.26373626373626
148,0.004,49.044,-59.78,1055.5439999999999,10920.0,4392.5,315.0,-5.6000000000000005,191.10000000000002,-936.1800000000001,-3.2362637362637363,2.659340659340659,-76.25824175824175
149,0.004,49.044,-59.536,1055.056,11392.5,4620.0,0.0,-5.6000000000000005,191.10000000000002,-936.1800000000001,-3.098901098901099,2.6538461538461537,-76.25274725274726
150,0.004,49.288,-59.78,1054.568,11795.0,4602.5,140.0,-8.260000000000002,191.38000000000002,-929.46,-3.32967032967033,2.6923076923076925,-76.25824175824175
151,0.004,49.044,-59.536,1054.568,11287.5,4340.0,140.0,-8.260000000000002,191.38000000000002,-929.46,-3.2032967032967035,2.6483516483516483,-76.25274725274726
152,0.004,49.044,-59.536,1054.812,11585.0,4392.5,175.0,-8.260000000000002,191.38000000000002,-929.46,-3.423076923076923,2.7252747252747254,-76.25824175824175
153,0.004,48.8,-59.536,1055.056,11252.5,4375.0,210.0,-8.4,191.66000000000003,-927.9200000000001,-3.2967032967032965,2.67032967032967,-76.25274725274726
154,0.004,48.8,-59.536,1055.5439999999999,11375.0,4567.5,262.5,-8.4,191.66000000000003,-927.9200000000001,-3.1758241758241756,2.620879120879121,-76.24175824175825
155,0.004,48.556,-59.536,1055.5439999999999,11445.0,4620.0,262.5,-8.4,191.66000000000003,-927.9200000000001,-3.401098901098901,2.6648351648351647,-76.24725274725274
156,0.004,48.8,-59.536,1056.032,11742.5,4690.0,332.5,-5.32,192.50000000000003,-933.6600000000001,-3.269230769230769,2.659340659340659,-76.24175824175825
157,0.004,48.8,-59.536,1056.52,11690.0,4567.5,210.0,-5.32,192.50000000000003,-933.6600000000001,-3.1483516483516483,2.6043956043956045,-76.23626373626374
158,0.004,49.044,-59.78,1057.252,11112.5,4392.5,105.0,-5.32,192.50000000000003,-933.6600000000001,-3.3516483516483517,2.708791208791209,-76.24175824175825
159,0.004,49.044,-60.024,1057.984,11637.5,4532.5,262.5,-5.32,192.50000000000003,-933.6600000000001,-3.241758241758242,2.6373626373626373,-76.23626373626374
160,0.004,48.8,-60.268,1058.96,11550.0,4462.5,437.5,-7.840000000000001,189.70000000000002,-929.0400000000001,-3.4615384615384617,2.60989010989011,-76.24175824175825
161,0.004,49.044,-60.512,1059.936,10815.0,4532.5,140.0,-7.840000000000001,189.70000000000002,-929.0400000000001,-3.3241758241758244,2.659340659340659,-76.23626373626374
162,0.004,49.044,-60.756,1060.668,11550.0,4532.5,140.0,-7.840000000000001,189.70000000000002,-929.0400000000001,-3.197802197802198,2.6153846153846154,-76.23076923076923
163,0.004,49.044,-60.756,1060.912,11270.0,4427.5,105.0,-3.08,187.04000000000002,-932.1200000000001,-3.4175824175824174,2.6923076923076925,-76.23626373626374
164,0.004,48.8,-60.756,1061.156,11515.0,4392.5,385.0,-3.08,187.04000000000002,-932.1200000000001,-3.2967032967032965,2.631868131868132,-76.22527472527473
165,0.004,48.8,-60.512,1061.156,11375.0,4567.5,157.5,-3.08,187.04000000000002,-932.1200000000001,-3.1648351648351647,2.6153846153846154,-76.21978021978022
166,0.004,48.8,-60.512,1060.668,11830.0,4550.0,210.0,0.42000000000000004,186.9,-927.08,-3.39010989010989,2.6538461538461537,-76.22527472527473
167,0.004,49.044,-60.512,1059.936,11480.0,4480.0,157.5,0.42000000000000004,186.9,-927.08,-3.258241758241758,2.6538461538461537,-76.21978021978022
168,0.004,48.8,-60.512,1059.4479999999999,11637.5,4497.5,157.5,0.42000000000000004,186.9,-927.08,-3.3846153846153846,2.510989010989011,-76.21978021978022
169,0.004,48.8,-60.268,1058.716,11567.5,4620.0,245.0,-5.040000000000001,191.10000000000002,-933.3800000000001,-3.2967032967032965,2.659340659340659,-76.21978021978022
170,0.004,48.8,-60.268,1057.4959999999999,11235.0,4567.5,122.5,-5.040000000000001,191.10000000000002,-933.3800000000001,-3.181318681318681,2.587912087912088,-76.21428571428571
171,0.004,48.8,-60.024,1056.764,11480.0,4497.5,105.0,-5.040000000000001,191.10000000000002,-933.3800000000001,-3.3736263736263736,2.7142857142857144,-76.21978021978022
172,0.004,49.044,-60.024,1056.52,11340.0,4567.5,210.0,-5.74,192.22000000000003,-932.5400000000001,-3.258241758241758,2.6483516483516483,-76.21428571428571
173,0.004,49.044,-59.78,1056.032,11112.5,4445.0,245.0,-5.74,192.22000000000003,-932.5400000000001,-3.120879120879121,2.6923076923076925,-76.20879120879121
174,0.004,49.288,-59.78,1055.5439999999999,11462.5,4515.0,105.0,-5.74,192.22000000000003,-932.5400000000001,-3.3461538461538463,2.67032967032967,-76.20879120879121
175,0.004,49.288,-59.78,1055.5439999999999,11515.0,4620.0,227.5,-7.140000000000001,193.34000000000003,-932.4000000000001,-3.208791208791209,2.681318681318681,-76.2032967032967
176,0.004,49.288,-60.024,1055.5439999999999,11620.0,4497.5,245.0,-7.140000000000001,193.34000000000003,-932.4000000000001,-3.4285714285714284,2.642857142857143,-76.20879120879121
177,0.004,49.044,-59.78,1055.5439999999999,11742.5,4602.5,210.0,-7.140000000000001,193.34000000000003,-932.4000000000001,-3.291208791208791,2.67032967032967,-76.2032967032967
178,0.004,49.044,-59.78,1055.5439999999999,11550.0,4445.0,280.0,-8.680000000000001,191.66000000000003,-932.4000000000001,-3.1648351648351647,2.631868131868132,-76.1978021978022
179,0.004,49.288,-59.78,1055.788,11550.0,4567.5,157.5,-8.680000000000001,191.66000000000003,-932.4000000000001,-3.379120879120879,2.730769230769231,-76.2032967032967
180,0.004,49.288,-59.536,1056.032,11917.5,4690.0,210.0,-8.680000000000001,191.66000000000003,-932.4000000000001,-3.258241758241758,2.6758241758241756,-76.1978021978022
181,0.004,49.044,-59.78,1056.52,11865.0,4690.0,350.0,-13.440000000000001,194.04000000000002,-928.9000000000001,-3.197802197802198,2.5494505494505493,-76.1923076923077
182,0.004,49.044,-60.024,1057.008,11410.0,4550.0,315.0,-13.440000000000001,194.04000000000002,-928.9000000000001,-3.3241758241758244,2.730769230769231,-76.1923076923077
183,0.004,49.044,-60.268,1057.4959999999999,11637.5,4637.5,280.0,-13.440000000000001,194.04000000000002,-928.9000000000001,-3.258241758241758,2.6043956043956045,-76.18681318681318
184,0.004,49.044,-60.268,1058.228,11812.5,4602.5,175.0,-13.440000000000001,194.04000000000002,-928.9000000000001,-3.3131868131868134,2.8076923076923075,-76.1923076923077
185,0.004,49.288,-60.512,1059.204,12005.0,4567.5,577.5,-10.500000000000002,198.52,-928.6200000000001,-3.3076923076923075,2.6483516483516483,-76.18681318681318
186,0.004,49.288,-60.512,1059.936,10955.0,4340.0,175.0,-10.500000000000002,198.52,-928.6200000000001,-3.17032967032967,2.697802197802198,-76.18131868131869
187,0.004,49.044,-60.756,1060.668,11707.5,4550.0,157.5,-10.500000000000002,198.52,-928.6200000000001,-3.379120879120879,2.631868131868132,-76.18681318681318
188,0.004,49.044,-60.512,1061.3999999999999,11497.5,4287.5,350.0,-5.6000000000000005,191.38000000000002,-932.5400000000001,-3.2472527472527473,2.6648351648351647,-76.17582417582418
189,0.004,49.288,-60.512,1061.644,10815.0,4252.5,385.0,-5.6000000000000005,191.38000000000002,-932.5400000000001,-3.4450549450549453,2.5824175824175826,-76.18131868131869
190,0.004,49.288,-60.512,1061.644,11200.0,4410.0,87.5,-5.6000000000000005,191.38000000000002,-932.5400000000001,-3.318681318681319,2.6648351648351647,-76.17582417582418
191,0.004,49.288,-60.024,1061.3999999999999,11585.0,4532.5,350.0,-7.840000000000001,192.50000000000003,-931.2800000000001,-3.181318681318681,2.6538461538461537,-76.17032967032966
192,0.004,49.288,-60.024,1060.424,11270.0,4567.5,227.5,-7.840000000000001,192.50000000000003,-931.2800000000001,-3.412087912087912,2.67032967032967,-76.17582417582418
193,0.004,49.288,-59.78,1059.4479999999999,11812.5,4812.5,140.0,-7.840000000000001,192.50000000000003,-931.2800000000001,-3.2747252747252746,2.6758241758241756,-76.17032967032966
194,0.004,49.288,-59.536,1058.228,11760.0,4410.0,192.5,-0.7000000000000001,189.00000000000003,-930.58,-3.1483516483516483,2.642857142857143,-76.16483516483517
195,0.004,49.288,-59.536,1057.252,10762.5,4392.5,315.0,-0.7000000000000001,189.00000000000003,-930.58,-3.368131868131868,2.708791208791209,-76.16483516483517
196,0.004,49.044,-59.292,1056.52,11690.0,4340.0,262.5,-0.7000000000000001,189.00000000000003,-930.58,-3.241758241758242,2.6648351648351647,-76.15934065934066
197,0.004,49.044,-59.292,1056.032,11672.5,4532.5,227.5,-9.100000000000001,192.22000000000003,-928.0600000000001,-3.1153846153846154,2.620879120879121,-76.15384615384616
198,0.004,49.044,-59.292,1055.5439999999999,11270.0,4620.0,385.0,-9.100000000000001,192.22000000000003,-928.0600000000001,-3.3351648351648353,2.697802197802198,-76.15934065934066
199,0.004,49.044,-59.292,1055.3,11515.0,4532.5,227.5,-9.100000000000001,192.22000000000003,-928.0600000000001,-3.208791208791209,2.6538461538461537,-76.15384615384616
200,0.004,49.044,-59.292,1055.3,11620.0,4462.5,192.5,-9.100000000000001,192.50000000000003,-930.1600000000001,-3.434065934065934,2.7142857142857144,-76.15934065934066
201,0.004,49.288,-59.536,1055.056,11410.0,4375.0,297.5,-9.100000000000001,192.50000000000003,-930.1600000000001,-3.302197802197802,2.6923076923076925,-76.15384615384616
202,0.004,49.288,-59.536,1055.056,11952.5,4620.0,245.0,-9.100000000000001,192.50000000000003,-930.1600000000001,-3.1758241758241756,2.6538461538461537,-76.14835164835165
203,0.004,49.288,-59.536,1055.3,11427.5,4672.5,140.0,-7.420000000000001,190.68,-930.1600000000001,-3.3956043956043955,2.71978021978022,-76.15384615384616
204,0.004,49.532,-59.536,1055.3,11217.5,4462.5,280.0,-7.420000000000001,190.68,-930.1600000000001,-3.2637362637362637,2.697802197802198,-76.14285714285714
205,0.004,49.532,-59.536,1055.5439999999999,11322.5,4252.5,297.5,-7.420000000000001,190.68,-930.1600000000001,-3.142857142857143,2.6373626373626373,-76.13736263736264
206,0.004,49.288,-59.536,1056.52,11427.5,4252.5,262.5,-11.340000000000002,195.86,-932.96,-3.3626373626373627,2.7142857142857144,-76.14285714285714
207,0.004,49.288,-59.78,1056.764,11515.0,4305.0,227.5,-11.340000000000002,195.86,-932.96,-3.2362637362637363,2.6648351648351647,-76.13736263736264
208,0.004,49.044,-59.78,1057.74,11935.0,4620.0,175.0,-11.340000000000002,195.86,-932.96,-3.2527472527472527,2.5,-76.13736263736264
209,0.004,49.044,-60.024,1058.472,11830.0,4690.0,157.5,-11.340000000000002,195.86,-932.96,-3.291208791208791,2.7032967032967035,-76.13736263736264
210,0.004,49.288,-60.268,1059.204,11532.5,4637.5,420.0,-11.760000000000002,191.66000000000003,-926.2400000000001,-3.2252747252747254,2.576923076923077,-76.13186813186813
211,0.004,49.288,-60.756,1059.936,11287.5,4515.0,227.5,-11.760000000000002,191.66000000000003,-926.2400000000001,-3.3736263736263736,2.7472527472527473,-76.13186813186813
212,0.004,49.288,-60.756,1060.912,11515.0,4515.0,227.5,-11.760000000000002,191.66000000000003,-926.2400000000001,-3.2857142857142856,2.6373626373626373,-76.12637362637362
213,0.004,49.532,-60.756,1061.644,11392.5,4427.5,332.5,-6.300000000000001,188.86,-932.5400000000001,-3.258241758241758,2.8241758241758244,-76.12637362637362
214,0.004,49.532,-60.756,1061.888,11497.5,4585.0,105.0,-6.300000000000001,188.86,-932.5400000000001,-3.3241758241758244,2.659340659340659,-76.12637362637362
215,0.004,49.532,-60.512,1061.888,11865.0,4567.5,0.0,-6.300000000000001,188.86,-932.5400000000001,-3.1868131868131866,2.6923076923076925,-76.12087912087912
216,0.004,49.288,-60.512,1061.3999999999999,11830.0,4760.0,52.5,-7.840000000000001,186.76000000000002,-931.0000000000001,-3.3956043956043955,2.6263736263736264,-76.12637362637362
217,0.004,49.532,-60.268,1060.424,10657.5,4427.5,315.0,-7.840000000000001,186.76000000000002,-931.0000000000001,-3.2637362637362637,2.697802197802198,-76.12087912087912
218,0.004,49.288,-60.268,1059.4479999999999,11340.0,4515.0,0.0,-7.840000000000001,186.76000000000002,-931.0000000000001,-3.2747252747252746,2.532967032967033,-76.11538461538461
219,0.004,49.288,-60.024,1058.716,11550.0,4637.5,297.5,-3.3600000000000003,187.32000000000002,-933.8000000000001,-3.28021978021978,2.730769230769231,-76.11538461538461
220,0.004,49.288,-59.78,1057.4959999999999,10867.5,4392.5,262.5,-3.3600000000000003,187.32000000000002,-933.8000000000001,-3.2252747252747254,2.5934065934065935,-76.10989010989012
221,0.004,49.044,-59.78,1056.764,11165.0,4270.0,157.5,-3.3600000000000003,187.32000000000002,-933.8000000000001,-3.3076923076923075,2.791208791208791,-76.11538461538461
222,0.004,49.044,-59.536,1056.52,11287.5,4392.5,122.5,-5.460000000000001,190.26000000000002,-931.7,-3.258241758241758,2.6538461538461537,-76.10989010989012
223,0.004,49.044,-59.536,1056.276,11270.0,4550.0,210.0,-5.460000000000001,190.26000000000002,-931.7,-3.120879120879121,2.6758241758241756,-76.1043956043956
224,0.004,49.044,-59.536,1056.032,11655.0,4550.0,297.5,-5.460000000000001,190.26000000000002,-931.7,-3.3461538461538463,2.6538461538461537,-76.10989010989012
225,0.004,48.8,-59.292,1055.788,11165.0,4532.5,280.0,-7.140000000000001,190.12,-931.7,-3.208791208791209,2.6538461538461537,-76.1043956043956
226,0.004,48.8,-59.292,1055.5439999999999,10990.0,4515.0,437.5,-7.140000000000001,190.12,-931.7,-3.3241758241758244,2.5,-76.0989010989011
227,0.004,48.8,-59.292,1055.5439999999999,11515.0,4585.0,175.0,-7.140000000000001,190.12,-931.7,-3.258241758241758,2.6648351648351647,-76.0989010989011
228,0.004,49.044,-59.292,1055.5439999999999,11777.5,4480.0,245.0,-11.760000000000002,188.72000000000003,-935.3400000000001,-3.1263736263736264,2.642857142857143,-76.0934065934066
229,0.004,48.8,-59.292,1055.788,11585.0,4462.5,245.0,-11.760000000000002,188.72000000000003,-935.3400000000001,-3.357142857142857,2.659340659340659,-76.0989010989011
230,0.004,48.8,-59.048,1056.276,10972.5,4655.0,192.5,-11.760000000000002,188.72000000000003,-935.3400000000001,-3.2142857142857144,2.6538461538461537,-76.0934065934066
231,0.004,48.8,-59.292,1056.764,11952.5,4655.0,227.5,-9.100000000000001,190.68,-938.5600000000001,-3.197802197802198,2.5054945054945055,-76.08791208791209
232,0.004,48.8,-59.292,1057.4959999999999,11725.0,4602.5,262.5,-9.100000000000001,190.68,-938.5600000000001,-3.258241758241758,2.7032967032967035,-76.08791208791209
233,0.004,48.8,-59.536,1057.984,11742.5,4672.5,210.0,-9.100000000000001,190.68,-938.5600000000001,-3.2142857142857144,2.565934065934066,-76.08241758241758
234,0.004,48.556,-59.536,1058.472,11690.0,4515.0,350.0,-9.100000000000001,190.68,-938.5600000000001,-3.269230769230769,2.7637362637362637,-76.08791208791209
235,0.004,48.8,-59.78,1059.4479999999999,11340.0,4602.5,297.5,-11.9,192.36,-934.7800000000001,-3.258241758241758,2.60989010989011,-76.08241758241758
236,0.004,48.8,-60.024,1060.18,11025.0,4305.0,192.5,-11.9,192.36,-934.7800000000001,-3.17032967032967,2.7527472527472527,-76.07692307692308
237,0.004,48.8,-60.268,1061.3999999999999,11987.5,4427.5,245.0,-11.9,192.36,-934.7800000000001,-3.3131868131868134,2.6153846153846154,-76.07692307692308
238,0.004,49.044,-60.268,1062.132,11917.5,4340.0,367.5,-4.9,186.62,-932.6800000000001,-3.1923076923076925,2.6923076923076925,-76.07142857142857
239,0.004,49.044,-60.268,1062.132,10885.0,4515.0,87.5,-4.9,186.62,-932.6800000000001,-3.368131868131868,2.5824175824175826,-76.07692307692308
240,0.004,49.044,-60.024,1061.888,11567.5,4497.5,210.0,-4.9,186.62,-932.6800000000001,-3.241758241758242,2.67032967032967,-76.07142857142857
241,0.004,49.044,-60.024,1061.644,11410.0,4427.5,245.0,-6.580000000000001,184.94000000000003,-931.0000000000001,-3.241758241758242,2.510989010989011,-76.06593406593407
242,0.004,49.044,-60.024,1061.156,10902.5,4375.0,332.5,-6.580000000000001,184.94000000000003,-931.0000000000001,-3.2747252747252746,2.7142857142857144,-76.07142857142857
